Class ID,city,dates,year,month,day,cit,Department/College,Course Level,Course Title,Tour?,TILT?,Date Taught,Session Number,AM/PM,Hour Count,Duplicate?,ACRL,IPED,classes,Building/Room,Distance Class?,Location of Site 1,Site 1 Number of Students,Location of Site 2,Site 2 Number of Students,Location of Site 3,Site 3 Number of Students,Location of Site 4,Site 4 Number of Students,Location of Site 5,Site 5 Number of Students,Location of Site 6,Site 6 Number of Students,Location of Site 7,Site 7 Number of Students,Location of Site 8,Site 8 Number of Students,Location of Site 9,Site 9 Number of Students,Location of Site 10,Site 10 Number of Students
513,Pocatello,30-Nov-04,,,,Pocatello,Other,Lower Division,Student Employee Training,FALSE,FALSE,30-Nov-04,Single Session,PM,2,FALSE,5,5,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
514,Pocatello,30-Nov-04,,,,Pocatello,Other,Lower Division,Student Employee Training,FALSE,FALSE,30-Nov-04,Single Session,PM,2,FALSE,2,2,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
515,Pocatello,30-Nov-04,,,,Pocatello,Other,Lower Division,Student Employee Training,FALSE,FALSE,30-Nov-04,Single Session,PM,2,FALSE,2,2,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
516,Pocatello,30-Nov-04,,,,Pocatello,Other,Lower Division,Student Employee Training,FALSE,FALSE,30-Nov-04,Single Session,PM,2,FALSE,1,1,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
550,Pocatello,26-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,26-Nov-04,Second Session,AM,1,FALSE,0,18,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
549,Pocatello,24-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,24-Nov-04,First Session,AM,1,FALSE,18,18,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
488,Idaho Falls,18-Nov-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,18-Nov-04,Second Session,AM,1.5,FALSE,16,16,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
490,Idaho Falls,18-Nov-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,18-Nov-04,Second Session,AM,1.5,FALSE,17,17,Idaho Falls,IF--CHE 202,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
535,Pocatello,18-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,18-Nov-04,Second Session,AM,1,FALSE,0,16,Pocatello,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
486,Idaho Falls,17-Nov-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,17-Nov-04,Second Session,AM,1.5,FALSE,20,20,Idaho Falls,IF--CHE 202,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
487,Idaho Falls,16-Nov-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,16-Nov-04,First Session,AM,1.5,FALSE,16,16,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
489,Idaho Falls,16-Nov-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,16-Nov-04,First Session,AM,1.5,FALSE,17,17,Idaho Falls,IF--CHE 202,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
534,Pocatello,16-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,16-Nov-04,First Session,AM,1,FALSE,16,16,Pocatello,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
485,Idaho Falls,15-Nov-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,15-Nov-04,First Session,AM,1.5,FALSE,20,20,Idaho Falls,IF--CHE 202,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
454,Pocatello,12-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 281,FALSE,FALSE,12-Nov-04,Single Session,PM,1,FALSE,22,22,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
467,Pocatello,10-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,10-Nov-04,Single Session,AM,1.5,FALSE,14,14,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
533,Pocatello,10-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,10-Nov-04,Second Session,AM,1,FALSE,0,20,Pocatello,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
465,Pocatello,09-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,09-Nov-04,First Session,AM,1.3,FALSE,20,20,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
466,Pocatello,09-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,09-Nov-04,First Session,AM,1.3,FALSE,18,18,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
532,Pocatello,08-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,08-Nov-04,First Session,AM,1,FALSE,20,20,Pocatello,,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
434,Pocatello,05-Nov-04,,,,Pocatello,College of Technology,Lower Division,ENGL 101,FALSE,TRUE,05-Nov-04,Second Session,AM,1,FALSE,0,10,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
435,Pocatello,05-Nov-04,,,,Pocatello,College of Technology,Lower Division,ENGL 101,FALSE,TRUE,05-Nov-04,Second Session,PM,1,FALSE,0,13,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
463,Pocatello,05-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,05-Nov-04,First Session,AM,1,FALSE,20,20,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
482,Idaho Falls,04-Nov-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 090,FALSE,FALSE,04-Nov-04,Second Session,AM,1.5,FALSE,21,21,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
484,Idaho Falls,04-Nov-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 090,FALSE,TRUE,04-Nov-04,Second Session,PM,1.5,FALSE,21,21,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
559,Pocatello,04-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,04-Nov-04,Single Session,AM,1,FALSE,20,20,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
432,Pocatello,03-Nov-04,,,,Pocatello,College of Technology,Lower Division,ENGL 101,FALSE,TRUE,03-Nov-04,First Session,AM,1,FALSE,10,10,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
433,Pocatello,03-Nov-04,,,,Pocatello,College of Technology,Lower Division,ENGL 101,FALSE,TRUE,03-Nov-04,First Session,PM,1,FALSE,14,14,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
509,Pocatello,03-Nov-04,,,,Pocatello,Other,Lower Division,Student Employee Training,FALSE,FALSE,03-Nov-04,Single Session,AM,2,FALSE,4,4,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
510,Pocatello,03-Nov-04,,,,Pocatello,Other,Lower Division,Student Employee Training,FALSE,FALSE,03-Nov-04,Single Session,AM,2,FALSE,2,2,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
511,Pocatello,03-Nov-04,,,,Pocatello,Other,Lower Division,Student Employee Training,FALSE,FALSE,03-Nov-04,Single Session,PM,2,FALSE,3,3,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
521,Pocatello,03-Nov-04,,,,Pocatello,Other,Continuing Education,New Knowledge Adventures,FALSE,FALSE,03-Nov-04,Single Session,PM,3,FALSE,20,20,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
481,Idaho Falls,02-Nov-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 090,FALSE,FALSE,02-Nov-04,First Session,AM,1.5,FALSE,21,21,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
483,Idaho Falls,02-Nov-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 090,FALSE,TRUE,02-Nov-04,First Session,PM,15,FALSE,21,21,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
558,Pocatello,01-Nov-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 090,FALSE,FALSE,01-Nov-04,Single Session,AM,1,FALSE,0,17,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
508,Pocatello,29-Oct-04,,,,Pocatello,Other,Lower Division,Student Employee Training,FALSE,FALSE,29-Oct-04,Single Session,PM,1.5,FALSE,2,2,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
557,Pocatello,29-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 090,FALSE,FALSE,29-Oct-04,First Session,AM,1,FALSE,17,17,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
478,Idaho Falls,28-Oct-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,28-Oct-04,Second Session,AM,1.5,FALSE,19,19,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
480,Idaho Falls,28-Oct-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,28-Oct-04,Second Session,PM,1.5,FALSE,21,21,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
522,Pocatello,28-Oct-04,,,,Pocatello,Other,K-12,Sandcreek Middle School,TRUE,FALSE,28-Oct-04,Single Session,AM,1,FALSE,15,15,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
555,Pocatello,28-Oct-04,,,,Pocatello,College of Technology,Lower Division,TGE 100S,FALSE,FALSE,28-Oct-04,Single Session,AM,1,FALSE,11,11,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
556,Pocatello,28-Oct-04,,,,Pocatello,College of Technology,Lower Division,TGE 100S,FALSE,FALSE,28-Oct-04,Single Session,PM,1,FALSE,5,5,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
503,Pocatello,27-Oct-04,,,,Pocatello,Other,Continuing Education,Internet Research,FALSE,FALSE,27-Oct-04,Single Session,PM,2,FALSE,22,22,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
554,Pocatello,27-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,27-Oct-04,Second Session,AM,1,FALSE,0,10,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
425,Pocatello,26-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,26-Oct-04,Single Session,AM,1.8,FALSE,11,11,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
462,Pocatello,26-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,26-Oct-04,Single Session,AM,1.3,FALSE,24,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
477,Idaho Falls,26-Oct-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,26-Oct-04,First Session,AM,1.5,FALSE,19,19,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
479,Idaho Falls,26-Oct-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,26-Oct-04,First Session,PM,1.5,FALSE,21,21,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
407,Pocatello,25-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 090,FALSE,FALSE,25-Oct-04,Single Session,AM,1,FALSE,14,14,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
552,Pocatello,25-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,25-Oct-04,,AM,1,FALSE,10,8,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
422,Pocatello,22-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,22-Oct-04,Second Session,AM,1,FALSE,0,25,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
424,Pocatello,22-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,22-Oct-04,Second Session,AM,1,FALSE,0,26,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
459,Pocatello,22-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,22-Oct-04,Second Session,AM,1,FALSE,0,20,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
460,Pocatello,22-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,22-Oct-04,Second Session,AM,1,FALSE,0,22,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
431,Pocatello,21-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,21-Oct-04,Single Session,AM,2,FALSE,15,15,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
461,Pocatello,21-Oct-04,,,,Pocatello,Other,Continuing Education,Faculty Orientation,FALSE,FALSE,21-Oct-04,Single Session,PM,2,FALSE,5,5,Pocatello,LIBR 266,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
475,Idaho Falls,21-Oct-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,21-Oct-04,Single Session,AM,1.5,FALSE,22,22,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
476,Idaho Falls,21-Oct-04,,,,Idaho Falls,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,21-Oct-04,Single Session,AM,1.5,FALSE,22,22,Idaho Falls,IF--CHE 201,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
507,Pocatello,21-Oct-04,,,,Pocatello,Other,Lower Division,Student Employee Training,FALSE,FALSE,21-Oct-04,Single Session,PM,1.5,FALSE,2,2,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
531,Pocatello,21-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,21-Oct-04,Second Session,AM,1,FALSE,0,7,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
406,Pocatello,20-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,20-Oct-04,Second Session,AM,1,FALSE,9,9,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
530,Pocatello,20-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,20-Oct-04,Second Session,AM,1,FALSE,0,14,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
551,Pocatello,20-Oct-04,,,,Pocatello,Other,Continuing Education,Elderhostel--Libraries and Information…,FALSE,FALSE,20-Oct-04,Single Session,PM,2,FALSE,22,22,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
399,Pocatello,19-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,19-Oct-04,First Session,PM,1,FALSE,19,19,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
400,Pocatello,19-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,19-Oct-04,Second Session,PM,1,FALSE,19,19,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
529,Pocatello,19-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,19-Oct-04,First Session,AM,1,FALSE,7,7,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
405,Pocatello,18-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,18-Oct-04,First Session,AM,1,FALSE,10,10,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
528,Pocatello,18-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,18-Oct-04,First Session,AM,1,FALSE,14,14,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
469,Pocatello,16-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 102,FALSE,FALSE,16-Oct-04,Second Session,AM,1,FALSE,0,13,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
470,Pocatello,16-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 090,FALSE,FALSE,16-Oct-04,Single Session,AM,1.3,FALSE,13,13,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
548,Pocatello,16-Oct-04,,,,Pocatello,Other,Continuing Education,Gate City Chapter of Medical Assistants,FALSE,FALSE,16-Oct-04,Single Session,AM,2,FALSE,24,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
421,Pocatello,15-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ENGL 101,FALSE,FALSE,15-Oct-04,First Session,AM,1,FALSE,25,25,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
423,Pocatello,15-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,15-Oct-04,First Session,AM,1,FALSE,26,26,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
457,Pocatello,15-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,15-Oct-04,Single Session,AM,1,FALSE,20,20,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
458,Pocatello,15-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,FALSE,FALSE,15-Oct-04,First Session,AM,1,FALSE,22,22,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
506,Pocatello,15-Oct-04,,,,Pocatello,Other,Lower Division,Student Employee Training,FALSE,FALSE,15-Oct-04,Single Session,PM,1.5,FALSE,2,2,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
391,Pocatello,14-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,TRUE,FALSE,14-Oct-04,Single Session,AM,2,FALSE,27,27,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
393,Pocatello,14-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,14-Oct-04,Second Session,PM,1,FALSE,7,7,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
474,Idaho Falls,14-Oct-04,,,,Idaho Falls,Communication and Rhetorical Studies,Lower Division,COMM 101,FALSE,FALSE,14-Oct-04,Single Session,PM,1.5,FALSE,20,20,Idaho Falls,IF--CHE 104,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
505,Pocatello,14-Oct-04,,,,Pocatello,Other,Lower Division,Student Employee Training,FALSE,FALSE,14-Oct-04,Single Session,PM,1.5,FALSE,2,2,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
547,Pocatello,14-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,14-Oct-04,Second Session,AM,1,FALSE,0,9,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
390,Pocatello,13-Oct-04,,,,Pocatello,Other,Continuing Education,Elderhostel,TRUE,FALSE,13-Oct-04,Second Session,PM,1,FALSE,27,27,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
404,Pocatello,13-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,13-Oct-04,Second Session,AM,1,FALSE,8,8,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
420,Pocatello,13-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,13-Oct-04,Second Session,AM,1,FALSE,0,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
430,Pocatello,13-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,13-Oct-04,Second Session,AM,1,FALSE,0,20,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
456,Pocatello,13-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,13-Oct-04,Second Session,AM,1,FALSE,0,24,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
545,Pocatello,13-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),FALSE,FALSE,13-Oct-04,Second Session,PM,1,FALSE,0,10,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
392,Pocatello,12-Oct-04,,,,Pocatello,Center for Learning & Teaching (ACAD),Lower Division,ACAD 102 (FYS),TRUE,FALSE,12-Oct-04,First Session,PM,1,FALSE,7,7,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
401,Pocatello,12-Oct-04,,,,Pocatello,English and Philosophy,Lower Division,ENGL 101,TRUE,FALSE,12-Oct-04,Single Session,,2,FALSE,16,16,Pocatello,LIBR 212,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
472,Idaho Falls,12-Oct-04,,,,Idaho Falls,Theater and Dance,Lower Division,DANC 201,FALSE,FALSE,12-Oct-04,Single Session,PM,1.5,FALSE,28,28,Idaho Falls,IF--CHE 202,FALSE,Boise,0,Idaho Falls,0,Twin Falls,0,,0,,0,,0,,0,,0,,0,,0
